tick,total-developed,total-transfers,mean-density,green-areas-protected,heritage-areas-protected,total-incentives-paid,tdr-price,developed-count,conserved-count,west-developed-count,mean-land-value-receiving,tdr-efficiency-ratio
0,30,0,0.0051227495908346965,0,0,0,2100,30,0,1,3.7613442165460502,0
1,50,0,0.008707037643207856,0,0,0,2100,50,0,1,3.7973507631908965,0
2,65,0,0.01322422258592471,0,0,0,2100,65,0,1,3.839903954680259,0
3,82,0,0.017512274959083456,0,0,0,2100,82,0,1,3.8808204849584897,0
4,97,0,0.023060556464811765,0,0,0,2100,97,0,1,3.9315569825035,0
5,109,0,0.02718494271685759,0,0,0,2100,109,0,1,3.9692001903594716,0
6,112,0,0.03044189852700489,0,0,0,2100,112,0,2,3.9986600921597977,0
7,118,0,0.035057283142389505,0,0,0,2100,118,0,2,4.0395766224380285,0
8,124,0,0.04027823240589197,0,0,0,2100,124,0,3,4.087039797560782,0
9,127,5,0.04589198036006547,5,0,30082500,2100,127,5,4,4.136139633894664,1
10,129,9,0.05013093289689032,9,0,5.3346220007943735E7,2151.482417834981,129,9,5,4.173782841750635,1
11,132,15,0.05479541734860887,15,0,9.142592699485281E7,2126.1701276889485,132,15,5,4.214699372028865,1
12,133,17,0.05803600654664485,17,0,9.98938963966774E7,2153.8501834239078,133,17,5,4.2425226126180675,1
13,133,23,0.06284779050736503,23,0,1.3926616432403222E8,2127.080925302799,133,23,5,4.283439142896298,1
14,135,33,0.06682487725040923,33,0,1.9295071828065336E8,2211.560664815408,135,33,5,4.3178090283300135,1
15,137,38,0.07198036006546654,38,0,2.15905001164235E8,2246.593570850286,137,38,5,4.361998881030501,1
16,138,53,0.07512274959083481,44,0,2.9968837049535245E8,2249.7942999311745,138,44,5,4.388185460408572,0.8301886792452831
17,139,59,0.07860883797054018,49,0,3.2410121025701666E8,2262.8455289897556,139,49,5,4.417645362208899,0.8305084745762712
18,140,65,0.0831914893617022,52,0,3.472165001284208E8,2200.930153508483,140,52,6,4.456925231276002,0.8
19,142,67,0.0874631751227498,53,0,3.5271013790181535E8,2169.5768184291296,142,53,7,4.492931777920849,0.7910447761194029
20,143,67,0.09198036006546667,53,0,3.5271013790181535E8,2135.106594449524,143,53,7,4.530574985776823,0.7910447761194029
21,143,71,0.09487725040916543,53,0,3.7067908349653953E8,2205.319783348572,143,53,7,4.555124903943761,0.7464788732394366
22,143,82,0.0974304418985272,54,0,4.2404246405343723E8,2280.04787783963,143,54,7,4.576401499688444,0.6585365853658537
23,143,92,0.09973813420621948,55,0,4.733519691822706E8,2293.7525987903164,143,55,7,4.596041434221996,0.5978260869565217
24,143,99,0.10346972176759431,55,0,5.0320992214665425E8,2307.616376970642,143,55,7,4.6271379972334525,0.5555555555555556
25,143,100,0.10715220949263524,56,0,5.075486704864934E8,2186.318135469483,143,56,7,4.658234560244908,0.56
26,143,103,0.11078559738134229,57,0,5.2148744203670084E8,2186.988554202154,143,57,7,4.68933112325636,0.5533980582524272
27,143,103,0.11309328968903463,57,0,5.2148744203670084E8,2189.0637854324777,143,57,7,4.708971057789914,0.5533980582524272
28,144,104,0.11461538461538483,57,0,5.221685500305044E8,2233.5956781487166,144,57,7,4.722064347478951,0.5480769230769231
29,144,107,0.11579378068739787,57,0,5.342943897511365E8,2233.7367082310157,144,57,7,4.731884314745726,0.5327102803738317
30,144,110,0.11736497545008204,57,0,5.47612420979747E8,2237.0086887730795,144,57,7,4.744977604434761,0.5181818181818182
31,146,111,0.11919803600654695,57,1,5.476226081593894E8,2240.444788105828,146,58,7,4.761344216546049,0.5225225225225225
32,146,112,0.1216202945990182,57,1,5.515152089484348E8,2193.632453674503,146,58,7,4.782620812290733,0.5178571428571429
33,146,113,0.12260229132569576,58,1,5.558700390580585E8,2194.4218239474153,146,59,7,4.790804118346381,0.5221238938053098
34,146,113,0.12378068739770888,58,1,5.558700390580585E8,2195.2246169849523,146,59,7,4.8006240856131575,0.5221238938053098
35,148,115,0.12603927986906738,58,1,5.643008630609281E8,2242.8369254774284,148,59,8,4.820264020146709,0.5130434782608696
36,148,116,0.12702127659574491,58,1,5.690936405827566E8,2293.743729039734,148,59,8,4.8284473262023555,0.5086206896551724
37,148,117,0.12854337152209513,59,1,5.739920400017351E8,2344.2926149693562,148,60,8,4.841540615891387,0.5128205128205128
38,148,118,0.1297217675941082,59,1,5.79141308645309E8,2346.442763077661,148,60,8,4.851360583158164,0.5084745762711864
