tick,total-developed,total-transfers,mean-density,green-areas-protected,heritage-areas-protected,total-incentives-paid,tdr-price,developed-count,conserved-count,west-developed-count,mean-land-value-receiving,tdr-efficiency-ratio
0,18,0,0.002952691680261013,0,0,0,1080,18,0,2,3.7267772722052395,0
1,40,0,0.007324632952691679,0,0,0,1080,40,0,4,3.7708229492036063,0
2,59,0,0.011794453507340942,0,0,0,1080,59,0,4,3.8148686262019758,0
3,76,0,0.015709624796084818,0,0,0,1080,76,0,4,3.8523890177191054,0
4,85,0,0.01918433931484501,0,0,0,1080,85,0,5,3.883384123754996,0
5,95,0,0.023637846655791175,0,0,0,1080,95,0,5,3.924167158012745,0
6,101,0,0.02683523654159867,0,0,0,1080,101,0,6,3.9535309426783223,0
7,109,0,0.03197389885807503,0,0,0,1080,109,0,6,3.9992079410469996,0
8,115,0,0.036003262642740605,0,0,0,1080,115,0,7,4.035097011193823,0
9,121,0,0.03920065252854809,0,0,0,1080,121,0,7,4.064460795859399,0
10,125,0,0.04321370309951058,0,0,0,1080,125,0,7,4.100349866006219,0
11,128,2,0.047063621533442075,2,0,3523500,1080,128,2,8,4.136238936153038,1
12,133,5,0.05150081566068512,5,0,9275988.039399624,1101.6135084427765,133,5,9,4.175390649040478,1
13,134,7,0.05487765089722675,7,0,1.1993446701067926E7,1102.1113243761995,134,7,9,4.20475443370606,1
14,136,10,0.05841761827079934,10,0,1.7329321701067924E7,1080,136,10,9,4.235749539741946,1
15,136,15,0.06282218597063628,15,0,2.730267710304931E7,1125.7402922871406,136,15,9,4.273269931259074,1
16,138,26,0.0674225122349103,26,0,5.093365303309399E7,1175.263013463133,138,26,10,4.312421644146514,1
17,138,33,0.07187601957585651,33,0,6.3044944247335576E7,1184.60507345141,138,33,10,4.349942035663643,1
18,138,39,0.07579119086460039,38,0,7.314006773451729E7,1191.7052979551024,138,38,10,4.38256846306984,0.9743589743589743
19,139,43,0.0804404567699838,42,0,8.017734398650225E7,1168.3103227688332,139,42,10,4.4217201759572795,0.9767441860465116
20,141,46,0.084078303425775,45,0,8.445548085986605E7,1110.573375092415,141,45,10,4.454346603363479,0.9782608695652174
21,143,57,0.08668841761827084,52,0,1.0194292093392074E8,1206.3163300992671,143,52,11,4.4771851025478195,0.9122807017543859
22,144,64,0.09022838499184355,54,1,1.1308800251885413E8,1259.5519960664672,144,55,12,4.508180208583708,0.859375
23,147,70,0.0943393148450246,54,2,1.2317838594668896E8,1197.4939537558041,147,56,12,4.544069278730529,0.8
24,149,73,0.09693311582381749,54,2,1.2701394199819283E8,1207.9323401876661,149,56,12,4.566907777914868,0.7671232876712328
25,150,78,0.10057096247960864,54,2,1.3506154971879798E8,1168.0656279598716,150,56,12,4.599534205321064,0.717948717948718
26,150,79,0.10257748776508988,54,2,1.356380216678618E8,1127.2367465404673,150,56,12,4.617478740394477,0.7088607594936709
27,151,81,0.10482871125611758,54,2,1.382462216678618E8,1080,151,56,12,4.637054596838194,0.691358024691358
28,151,81,0.10683523654159882,54,2,1.382462216678618E8,1129.1222924448537,151,56,12,4.654999131911601,0.691358024691358
29,151,84,0.10928221859706377,55,2,1.425217137983475E8,1129.1222924448537,151,57,12,4.676206309725635,0.6785714285714286
30,152,87,0.11079934747145204,56,3,1.4747980863138655E8,1287.0855411474847,152,59,12,4.689256880688116,0.6781609195402298
31,152,91,0.11275693311582403,57,4,1.5400916606782404E8,1298.889953785896,152,61,12,4.705570094391214,0.6703296703296703
32,152,97,0.11486133768352386,57,5,1.649328082303618E8,1316.8947754717021,152,62,12,4.723514629464622,0.6391752577319587
