tick,total-developed,total-transfers,mean-density,green-areas-protected,heritage-areas-protected,total-incentives-paid,tdr-price,developed-count,conserved-count,west-developed-count,mean-land-value-receiving,tdr-efficiency-ratio
0,21,0,0.0038410596026490058,0,0,0,1845,21,0,1,3.7558747521029567,0
1,42,0,0.00846026490066225,0,0,0,1845,42,0,1,3.8022323679969965,0
2,57,0,0.011804635761589403,0,0,0,1845,57,0,2,3.8353449507784534,0
3,71,0,0.01692052980132449,0,0,0,1845,71,0,2,3.885013824950642,0
4,79,0,0.020546357615894028,0,0,0,1845,79,0,2,3.9181264077320943,0
5,88,0,0.02456953642384104,0,0,0,1845,88,0,3,3.9562058779307736,0
6,95,0,0.02819536423841058,0,0,0,1845,95,0,4,3.9893184607122336,0
7,100,0,0.03192052980132448,0,0,0,1845,100,0,4,4.022431043493686,0
8,102,0,0.03476821192052978,0,0,0,1845,102,0,5,4.047265480579779,0
9,108,0,0.038410596026490045,0,0,0,1845,108,0,7,4.080378063361235,0
10,112,0,0.04283112582781455,0,0,0,1845,112,0,7,4.11845753355991,0
11,116,3,0.047350993377483414,3,0,1.1793009375E7,1845,116,3,8,4.158192632897658,1
12,116,9,0.05162251655629137,9,0,3.587498178887781E7,1869.076339613408,116,9,8,4.194616473957264,1
13,117,16,0.05599337748344372,16,0,6.90215189264088E7,1894.5614767995417,117,16,8,4.231040315016865,1
14,117,22,0.06056291390728479,22,0,9.568315200062136E7,1922.0590992772768,117,22,8,4.2691197852155405,1
15,119,27,0.06538079470198677,27,0,1.1671459641127212E8,1897.864055630052,119,27,8,4.310510513692363,1
16,120,30,0.07069536423841065,29,0,1.3022777951314725E8,1872.1262939921119,120,29,8,4.355212500447331,0.9666666666666667
17,122,35,0.07533112582781466,34,0,1.4800168140147913E8,1955.3300822162353,122,34,9,4.394947599785078,0.9714285714285714
18,122,44,0.07870860927152323,43,0,1.8493976138588208E8,1957.999028471534,122,43,9,4.423093295149318,0.9772727272727273
19,126,51,0.08185430463576175,50,0,2.0888745488999292E8,1993.9457642423133,126,50,10,4.451238990513559,0.9803921568627451
20,126,56,0.08458609271523185,51,0,2.2709295493058977E8,1969.3285501096445,126,51,10,4.474417798460577,0.9107142857142857
21,127,62,0.08723509933774845,52,0,2.4620626402035862E8,1941.0722659232772,127,52,10,4.497596606407596,0.8387096774193549
22,128,65,0.09036423841059621,53,0,2.4967082362654078E8,1977.8156488700981,128,53,10,4.5240866726327615,0.8153846153846154
23,129,70,0.09304635761589418,54,0,2.6504097375615665E8,1911.933155093131,129,54,10,4.547265480579779,0.7714285714285715
24,130,76,0.09647350993377499,56,0,2.855128669308812E8,1914.2897514762217,130,56,10,4.577066805083094,0.7368421052631579
25,131,78,0.10014900662251668,57,0,2.909436804947499E8,1989.6927497007202,131,57,10,4.608523758725473,0.7307692307692307
26,132,81,0.10273178807947043,57,0,2.985482949731548E8,1991.5227508570647,132,57,10,4.630046937533426,0.7037037037037037
27,132,86,0.10432119205298031,58,0,3.1411682584005934E8,1956.6981571253666,132,58,10,4.643291970646007,0.6744186046511628
28,134,89,0.10630794701986775,58,0,3.252325709759905E8,1960.9027902721975,134,58,10,4.661503891175805,0.651685393258427
29,135,92,0.10903973509933787,58,0,3.3667818917040974E8,1963.69904026599,135,58,10,4.684682699122828,0.6304347826086957
30,138,92,0.11187086092715254,58,0,3.3667818917040974E8,1925.9675351837257,138,58,10,4.709517136208919,0.6304347826086957
31,138,96,0.11410596026490087,59,0,3.5224968479778606E8,2006.9350703674515,138,59,10,4.729384685877797,0.6145833333333334
32,138,100,0.11922185430463599,59,1,3.631019231596861E8,2012.4463375323023,138,60,10,4.772431043493688,0.6
