tick,total-developed,total-transfers,mean-density,green-areas-protected,heritage-areas-protected,total-incentives-paid,tdr-price,developed-count,conserved-count,west-developed-count,mean-land-value-receiving,tdr-efficiency-ratio
0,24,0,0.003957654723127036,0,0,0,1335,24,0,2,3.746745055658567,0
1,39,0,0.006465798045602605,0,0,0,1335,39,0,4,3.772803687580391,0
2,54,0,0.010228013029315959,0,0,0,1335,54,0,4,3.808634306472897,0
3,67,0,0.013322475570032567,0,0,0,1335,67,0,4,3.8395789318800624,0
4,78,0,0.017622149837133536,0,0,0,1335,78,0,4,3.8786668797628,0
5,82,0,0.020407166123778485,0,0,0,1335,82,0,4,3.9030968471895084,0
6,87,0,0.023794788273615624,0,0,0,1335,87,0,5,3.9324128081015615,0
7,88,0,0.027703583061889237,0,0,0,1335,88,0,5,3.9666147624989585,0
8,93,0,0.03182410423452767,0,0,0,1335,93,0,6,4.002445381391463,0
9,94,0,0.03495114006514657,0,0,0,1335,94,0,6,4.030132677808403,0
10,97,0,0.03861563517915308,0,0,0,1335,97,0,6,4.062705967710684,0
11,105,0,0.04286644951140063,0,0,0,1335,105,0,6,4.100165251098306,0
12,108,6,0.04682410423452767,6,0,2.0881387282285467E7,1355.1642594165958,108,6,6,4.134367205495702,1
13,113,13,0.05048859934853418,13,0,4.325822221443686E7,1376.747288185283,113,13,6,4.1669404953979825,1
14,116,17,0.05478827361563518,17,0,5.8322055760341614E7,1356.643795646044,116,17,6,4.206028443280716,1
15,120,18,0.05910423452768731,18,0,6.235063547547663E7,1401.5498030476238,120,18,7,4.245116391163456,1
16,124,26,0.06350162866449521,25,0,9.385283603435083E7,1401.9670920727276,124,25,7,4.284204339046189,0.9615384615384616
17,125,32,0.06731270358306198,31,0,1.1211921665268917E8,1429.0049924132504,125,31,7,4.316777628948471,0.96875
18,125,36,0.07073289902280137,33,0,1.2255388390294825E8,1408.240006894833,125,33,7,4.346093589860522,0.9166666666666666
19,127,43,0.07410423452768738,36,0,1.409228225696448E8,1385.023319874567,127,36,7,4.375409550772572,0.8372093023255814
20,130,54,0.07899022801302938,41,0,1.6920356884254253E8,1413.3743988413576,130,41,7,4.4161261631504205,0.7592592592592593
21,130,59,0.08226384364820859,41,0,1.8243180834429812E8,1391.1192088342684,130,41,7,4.443813459567365,0.6949152542372882
22,130,63,0.08648208469055393,42,0,1.925367551275977E8,1422.632365951891,130,42,7,4.479644078459873,0.6666666666666666
23,132,68,0.09045602605863214,44,0,2.0622132577603468E8,1425.3369161539679,132,44,8,4.513846032857265,0.6470588235294118
24,132,73,0.09384364820846917,45,0,2.1899561301303297E8,1460.7682847376761,132,45,8,4.543161993769318,0.6164383561643836
25,132,75,0.09614006514658001,47,0,2.242228183164963E8,1466.3595773794402,132,47,8,4.562705967710686,0.6266666666666667
26,133,78,0.09799674267101001,48,0,2.3149660443624508E8,1502.2857906514864,133,48,8,4.578992612661824,0.6153846153846154
27,133,86,0.10014657980456047,48,1,2.516532012152857E8,1541.5669456628523,133,49,8,4.596907922108079,0.5697674418604651
28,133,95,0.1024918566775246,48,2,2.7466344777337927E8,1558.0335239783647,133,50,8,4.616451896049447,0.5263157894736842
29,133,100,0.10498371335504905,48,3,2.8434652150404316E8,1662.467901675471,133,51,8,4.637624534485931,0.51
