tick,total-developed,total-transfers,mean-density,green-areas-protected,heritage-areas-protected,total-incentives-paid,tdr-price,developed-count,conserved-count,west-developed-count,mean-land-value-receiving,tdr-efficiency-ratio
0,31,0,0.0049496644295302,0,0,0,2100,31,0,2,3.740987928857258,0
1,43,0,0.007365771812080537,0,0,0,2100,43,0,2,3.7661557140921564,0
2,58,0,0.010637583892617448,0,0,0,2100,58,0,2,3.7980349087230296,0
3,76,0,0.014412751677852343,0,0,0,2100,76,0,2,3.834947660400883,0
4,91,0,0.018607382550335557,0,0,0,2100,91,0,3,3.8768939691257165,0
5,104,0,0.02258389261744964,0,0,0,2100,104,0,3,3.912128868454575,0
6,111,0,0.026107382550335543,0,0,0,2100,111,0,3,3.944008063085445,0
7,117,0,0.0291442953020134,0,0,0,2100,117,0,5,3.9725315530183343,0
8,121,0,0.0327181208053691,0,0,0,2100,121,0,5,4.004410747649209,0
9,122,0,0.03604026845637581,0,0,0,2100,122,0,5,4.032934237582094,0
10,123,5,0.03895973154362413,5,0,2.460708739243897E7,2100,123,5,5,4.058102022816989,1
11,126,5,0.04300335570469796,5,0,2.460708739243897E7,2100,126,5,5,4.0950147744948415,1
12,130,5,0.04662751677852347,5,0,2.460708739243897E7,2100,130,5,5,4.126893969125717,1
13,135,5,0.05100671140939595,5,0,2.460708739243897E7,2100,135,5,6,4.16548457315256,1
14,137,6,0.05523489932885906,6,0,2.981639989243897E7,2100,137,6,6,4.202397324830416,1
15,137,10,0.05785234899328862,10,0,5.095163803461065E7,2130.031558797851,137,10,6,4.224209405367326,1
16,140,14,0.06189597315436249,14,0,7.239792892415738E7,2161.379782267244,140,14,7,4.259444304696183,1
17,141,27,0.065268456375839,27,0,1.3292469750390975E8,2194.1332003076523,141,27,7,4.287967794629069,1
18,141,35,0.06996644295302022,34,0,1.6262882088635492E8,2267.603388719481,141,34,7,4.32823625100491,0.9714285714285714
19,141,42,0.07328859060402693,39,0,1.9590468719460997E8,2204.516412048669,141,39,7,4.356759740937797,0.9285714285714286
20,141,51,0.07751677852349002,46,0,2.3931602219509703E8,2282.1253048329518,141,46,7,4.39199464026666,0.9019607843137255
21,142,57,0.08154362416107402,48,0,2.6148176585527366E8,2253.848273902472,142,48,7,4.425551687246522,0.8421052631578947
22,142,59,0.08456375838926192,48,0,2.6753944441416273E8,2259.5446280188153,142,48,7,4.450719472481423,0.8135593220338984
23,143,59,0.08708053691275185,48,0,2.6753944441416273E8,2220.9436079418424,143,48,7,4.472531553018338,0.8135593220338984
