tick,total-developed,total-transfers,mean-density,green-areas-protected,heritage-areas-protected,total-incentives-paid,tdr-price,developed-count,conserved-count,west-developed-count,mean-land-value-receiving,tdr-efficiency-ratio
0,27,0,0.004274061990212071,0,0,0,2100,27,0,2,3.747676725219625,0
1,47,0,0.008091353996737355,0,0,0,2100,47,0,2,3.785197116736752,0
2,62,0,0.011859706362153343,0,0,0,2100,62,0,2,3.819454865513261,0
3,74,0,0.014730831973898852,0,0,0,2100,74,0,3,3.84881865017884,0
4,85,0,0.017862969004893953,0,0,0,2100,85,0,3,3.8781824348444207,0
5,94,0,0.02164763458401303,0,0,0,2100,94,0,4,3.9124401836209297,0
6,103,0,0.025122349102773226,0,0,0,2100,103,0,4,3.943435289656817,0
7,107,0,0.028499184339314827,0,0,0,2100,107,0,4,3.9727990743223964,0
8,113,0,0.031696574225122336,0,0,0,2100,113,0,5,4.0021628589879725,0
9,117,0,0.03556280587275692,0,0,0,2100,117,0,5,4.036420607764486,0
10,119,0,0.03866231647634583,0,0,0,2100,119,0,6,4.064153071059755,0
11,126,2,0.04233278955954321,2,0,8185064.102564102,2139.8860398860397,126,2,6,4.096779498465955,1
12,131,2,0.046231647634584004,2,0,8185064.102564102,2140.4624277456646,131,2,6,4.132668568612771,1
13,134,12,0.04985318107667209,12,0,4.356974592252297E7,2180.9248554913293,134,12,6,4.16366367464866,1
14,137,14,0.05357259380097881,14,0,5.230808243995134E7,2229.878537142805,137,14,6,4.196290102054859,1
15,139,22,0.05597063621533442,22,0,8.102809744012123E7,2275.8909615212424,139,22,6,4.21749727986889,1
16,141,28,0.05915171288743885,27,0,9.748616402577761E7,2239.911596699031,141,27,6,4.2452297431641615,0.9642857142857143
17,142,30,0.06345840130505717,29,0,1.0389939799690774E8,2197.5831327312976,142,29,6,4.28275013468129,0.9666666666666667
18,143,33,0.06615008156606855,31,0,1.136121335641888E8,2149.652717453356,143,31,6,4.305588633865626,0.9393939393939394
19,143,41,0.06915171288743892,38,0,1.406828174594099E8,2253.0286643419436,143,38,6,4.331689775790588,0.926829268292683
20,144,43,0.07070146818923333,40,0,1.4307093994662023E8,2264.934668793683,144,40,7,4.3463716681233775,0.9302325581395349
21,144,46,0.0722675367047309,43,0,1.526467893225592E8,2155.3575299292934,144,43,7,4.359422239085859,0.9347826086956522
22,145,49,0.07433931484502457,44,0,1.6265482434894657E8,2157.0493759304636,145,44,7,4.377366774159266,0.8979591836734694
23,146,50,0.0763947797716152,44,0,1.6499677064646187E8,2158.847895048686,146,44,7,4.395311309232673,0.88
24,147,50,0.07898858075040792,44,0,1.6499677064646187E8,2100,147,44,7,4.418149808417015,0.88
25,148,50,0.0805709624796087,44,0,1.6499677064646187E8,2159.261323611236,148,44,7,4.432831700749805,0.88
26,149,54,0.08223491027732477,46,1,1.761490066787184E8,2218.5226472224726,149,47,7,4.4475135930825935,0.8703703703703703
27,149,60,0.08404567699836876,48,2,1.9390844588688543E8,2285.642111733205,149,50,7,4.463826806785695,0.8333333333333334
28,150,63,0.08678629690048956,48,3,1.9956485618417245E8,2298.8243136816964,150,51,7,4.488296627340344,0.8095238095238095
29,150,64,0.08908646003262655,49,3,2.0219085264205953E8,2235.485146379003,150,52,7,4.507872483784062,0.8125
30,151,65,0.09055464926590555,49,3,2.0496561051294607E8,2237.144163980062,151,52,7,4.520923054746543,0.8
