tick,total-developed,total-transfers,mean-density,green-areas-protected,heritage-areas-protected,total-incentives-paid,tdr-price,developed-count,conserved-count,west-developed-count,mean-land-value-receiving,tdr-efficiency-ratio
0,19,0,0.00306930693069307,0,0,0,1335,19,0,1,3.7638789921112887,0
1,38,0,0.006485148514851484,0,0,0,1335,38,0,1,3.7985324574578256,0
2,56,0,0.010148514851485145,0,0,0,1335,56,0,1,3.8348360878208605,0
3,70,0,0.013465346534653456,0,0,0,1335,70,0,1,3.866189223134395,0
4,80,0,0.01699669966996699,0,0,0,1335,80,0,2,3.8991925234644254,0
5,91,0,0.020858085808580843,0,0,0,1335,91,0,3,3.935496153827464,0
6,98,0,0.023679867986798664,0,0,0,1335,98,0,3,3.961898794091489,0
7,103,0,0.026749174917491722,0,0,0,1335,103,0,4,3.989951599372018,0
8,108,0,0.031171617161716157,0,0,0,1335,108,0,6,4.029555559768058,0
9,114,0,0.034141914191419126,0,0,0,1335,114,0,6,4.055958200032083,0
10,115,0,0.03721122112211219,0,0,0,1335,115,0,6,4.082360840296111,0
11,117,0,0.04163366336633661,0,0,0,1335,117,0,7,4.121964800692149,0
12,117,0,0.043960396039603944,0,0,0,1335,117,0,7,4.141766780890171,0
13,119,3,0.047590759075907554,3,0,1.1071909365513053E7,1349.4100384537544,119,3,8,4.174770081220204,1
14,121,4,0.05087458745874585,4,0,1.4897989005955584E7,1349.5871747592707,121,4,9,4.204473051517232,1
15,122,6,0.05435643564356434,6,0,2.255048858423166E7,1349.6471919358157,122,6,10,4.235826186830765,1
16,126,9,0.05797029702970297,9,0,3.436056013059133E7,1364.5374403650694,126,9,10,4.267179322144293,1
17,129,14,0.06222772277227723,14,0,5.269941859471319E7,1364.9096828397394,129,14,10,4.305133117523834,1
18,132,34,0.066930693069307,34,0,1.3501001083571196E8,1395.8770103204372,132,34,10,4.346387242936378,1
19,134,45,0.07014851485148528,45,0,1.7754356964084268E8,1384.7926095810885,134,45,10,4.374440048216902,1
20,135,50,0.07338283828382847,48,0,1.904083228540077E8,1404.9789849707413,135,48,10,4.402492853497432,0.96
21,136,57,0.07714521452145216,54,0,2.0791733597572216E8,1388.5509762754407,136,54,10,4.435496153827464,0.9473684210526315
22,137,62,0.08235973597359751,56,0,2.2002268501916188E8,1390.2441763120908,137,56,11,4.4800506092730075,0.9032258064516129
23,137,65,0.08587458745874596,56,0,2.287711835054511E8,1372.6364613303897,137,56,11,4.509753579570039,0.8615384615384616
24,137,69,0.08864686468646873,56,0,2.3989143366738132E8,1373.2429198303998,137,56,11,4.532855889801064,0.8115942028985508
25,137,69,0.0909735973597361,56,0,2.3989143366738132E8,1354.5068202733387,137,56,11,4.552657869999081,0.8115942028985508
26,138,69,0.09369636963696384,56,0,2.3989143366738132E8,1354.5068202733387,138,56,11,4.575760180230103,0.8115942028985508
27,138,71,0.09622112211221133,56,0,2.4469071813444546E8,1393.5204608200163,138,56,11,4.597212325444625,0.7887323943661971
28,138,72,0.09834983498349852,56,0,2.4745744628871766E8,1394.1688860026154,138,56,11,4.615364140626142,0.7777777777777778
29,138,75,0.09973597359735985,56,0,2.556131708664481E8,1394.4985171805538,138,56,11,4.626915295741658,0.7466666666666667
30,138,79,0.10127062706270643,57,0,2.6642102873906687E8,1415.6797624863616,138,57,11,4.640116615873668,0.7215189873417721
31,138,81,0.10240924092409255,57,0,2.7240532724437946E8,1396.8950759366394,138,57,11,4.650017605972677,0.7037037037037037
32,138,88,0.10414191419141933,58,0,2.9166102883000124E8,1397.6209047104735,138,58,11,4.6648690911211945,0.6590909090909091
33,138,88,0.1050825082508252,58,0,2.9166102883000124E8,1399.9872807948536,138,58,11,4.673119916203704,0.6590909090909091
34,138,94,0.10681518151815196,58,0,3.106784369702582E8,1421.6497077264714,138,58,11,4.687971401352216,0.6170212765957447
35,138,97,0.10780528052805292,58,0,3.209327187714188E8,1424.9331404519278,138,58,11,4.696222226434727,0.5979381443298969
