tick,total-developed,total-transfers,mean-density,green-areas-protected,heritage-areas-protected,total-incentives-paid,tdr-price,developed-count,conserved-count,west-developed-count,mean-land-value-receiving,tdr-efficiency-ratio
0,18,0,0.0029659643435980556,0,0,0,1080,18,0,0,3.7112542464050646,0
1,34,0,0.006564019448946516,0,0,0,1080,34,0,0,3.7469106483499592,0
2,51,0,0.010356564019448945,0,0,0,1080,51,0,0,3.7825670502948525,0
3,65,0,0.014100486223662879,0,0,0,1080,65,0,0,3.8182234522397485,0
4,73,0,0.01760129659643435,0,0,0,1080,73,0,1,3.8506383630987426,0
5,82,0,0.02183144246353321,0,0,0,1080,82,0,1,3.8879155105865886,0
6,90,0,0.025008103727714733,0,0,0,1080,90,0,3,3.9170889303596823,0
7,92,0,0.028752025931928667,0,0,0,1080,92,0,3,3.949503841218682,0
8,99,0,0.03254457050243111,0,0,0,1080,99,0,3,3.9835394976206238,0
9,103,0,0.03692058346839545,0,0,0,1080,103,0,3,4.022437390651421,0
10,108,2,0.041004862236628845,2,0,4507650,1080,108,2,3,4.058093792596314,1
11,111,3,0.04525121555915719,3,0,6947664.652173912,1100.0347826086957,111,3,3,4.095370940084155,1
12,113,10,0.049627228525121546,10,0,2.3512580718281448E7,1100.1751313485113,113,10,3,4.132648087572004,1
13,118,15,0.05495948136142624,15,0,3.6400996803787015E7,1122.2566387378997,118,15,5,4.179649708317545,1
14,120,18,0.05876823338735818,18,0,4.446964997439914E7,1123.8656805936623,120,18,5,4.213685364719493,1
15,121,23,0.06387358184764998,23,0,5.7525836088400744E7,1147.3369485345393,121,23,5,4.257445494379137,1
16,121,24,0.06737439222042148,23,0,5.997518258852377E7,1103.2626438063821,121,23,5,4.286618914152229,0.9583333333333334
17,121,30,0.0711183144246354,29,0,7.52985745169673E7,1150.3562202004257,121,29,5,4.319033825011225,0.9666666666666667
18,122,37,0.07427876823338736,36,0,9.079356531714769E7,1178.6270625816187,122,36,5,4.346586499241373,0.972972972972973
19,124,41,0.07729335494327398,40,0,1.0053768778821696E8,1210.3055061856792,124,40,5,4.372518427928567,0.975609756097561
20,124,48,0.07991896272285258,42,0,1.1486009557422027E8,1215.0440590243586,124,42,5,4.395208865529862,0.875
21,125,57,0.08366288492706651,42,1,1.362334990561728E8,1282.344900465504,125,43,5,4.427623776388859,0.7543859649122807
22,126,66,0.08619124797406816,42,1,1.5843996180446666E8,1302.4383199817648,126,43,5,4.450314213990158,0.6515151515151515
23,127,76,0.08842787682333896,42,1,1.823819218781951E8,1325.697466449239,127,43,5,4.4697631605055514,0.5657894736842105
24,129,81,0.09280388978930323,42,2,1.9354848441381934E8,1277.3793120532407,129,44,5,4.507040307993398,0.5432098765432098
25,129,93,0.09474878444084288,42,4,2.2281381634164214E8,1333.536101566508,129,46,5,4.523247763422896,0.4946236559139785
26,130,98,0.09761750405186394,42,4,2.3064877847302684E8,1332.4418147092902,130,46,5,4.5475589465671415,0.46938775510204084
27,132,101,0.10077795786061605,42,4,2.3789977759575495E8,1238.9707916962993,132,46,5,4.575111620797287,0.45544554455445546
28,133,102,0.10393841166936808,42,4,2.3830399946134436E8,1248.258348233887,133,46,5,4.602664295027433,0.45098039215686275
29,134,106,0.10792544570502448,43,5,2.45974333361915E8,1248.7429764027456,134,48,5,4.638320696972329,0.4528301886792453
30,135,111,0.11059967585089166,43,6,2.5498296842749515E8,1201.2008916141308,135,49,5,4.661011134573624,0.44144144144144143
31,137,114,0.11366288492706672,43,6,2.607464405873242E8,1281.2841047150107,137,49,5,4.688563808803772,0.4298245614035088
32,137,116,0.11575364667747184,43,6,2.647670791850614E8,1293.2048689269093,137,49,5,4.7063920097762155,0.4224137931034483
33,139,119,0.11818476499189655,43,6,2.701463058609092E8,1301.9687230960897,139,49,5,4.727461701834565,0.4117647058823529
34,140,123,0.12085899513776355,43,6,2.780766239725853E8,1314.195913673573,140,49,5,4.75015213943586,0.3983739837398374
35,140,126,0.12309562398703436,43,6,2.849952552939662E8,1421.9190088539954,140,49,5,4.769601085951261,0.3888888888888889
36,140,131,0.12601296596434383,43,6,2.980765652265115E8,1540.1787309827685,140,49,5,4.793912269095504,0.37404580152671757
37,140,133,0.1282495948136146,43,6,3.031677753943522E8,1500.1169758358199,140,49,5,4.813361215610901,0.3684210526315789
38,140,136,0.13029173419773118,43,6,3.0803922862035334E8,1521.12499436044,140,49,5,4.831189416583351,0.3602941176470588
39,140,137,0.1312641815235011,43,6,3.0895521749597967E8,1662.8615206438426,140,49,5,4.839293144298097,0.35766423357664234
40,140,142,0.1324311183144249,43,6,3.120375824056676E8,1669.709006296418,140,49,5,4.8490176175558,0.34507042253521125
41,140,145,0.1345705024311186,43,6,3.132469302575815E8,1689.5325124890555,140,49,5,4.866845818528247,0.33793103448275863
42,140,146,0.13646677471636975,43,6,3.133980203414527E8,1698.1929467539524,140,49,5,4.883053273957743,0.3356164383561644
43,140,147,0.1372447325769857,43,6,3.1353358422567815E8,1823.42730525938,140,49,5,4.889536256129544,0.3333333333333333
44,140,150,0.13821717990275548,43,6,3.2120311625733435E8,1948.5970976723804,140,49,5,4.89763998384429,0.32666666666666666
45,140,154,0.13957860615883336,43,6,3.2721925320808303E8,2187.168511072192,140,49,5,4.908985202644939,0.3181818181818182
46,140,154,0.14055105348460323,43,6,3.2721925320808303E8,2286.2827225130886,140,49,5,4.917088930359688,0.3181818181818182
47,140,154,0.14171799027552706,43,6,3.2721925320808303E8,2437.0680628272253,140,49,5,4.926813403617386,0.3181818181818182
48,140,154,0.14244732576985442,43,6,3.2721925320808303E8,2587.8534031413615,140,49,5,4.933296385789187,0.3181818181818182
49,140,154,0.14283630470016243,43,6,3.2721925320808303E8,2587.8534031413615,140,49,5,4.936537876875084,0.3181818181818182
50,140,154,0.14356564019448975,43,6,3.2721925320808303E8,2587.8534031413615,140,49,5,4.943020859046884,0.3181818181818182
51,140,154,0.14390599675850918,43,6,3.2721925320808303E8,2587.8534031413615,140,49,5,4.946262350132781,0.3181818181818182
52,140,154,0.14410048622366314,43,6,3.2721925320808303E8,2587.8534031413615,140,49,5,4.947883095675731,0.3181818181818182
53,140,154,0.14429497568881716,43,6,3.2721925320808303E8,2587.8534031413615,140,49,5,4.949503841218681,0.3181818181818182
54,140,154,0.14521880064829856,43,6,3.2721925320808303E8,2587.8534031413615,140,49,5,4.957607568933431,0.3181818181818182
55,141,154,0.14570502431118354,43,6,3.2721925320808303E8,2587.8534031413615,141,49,5,4.962469805562279,0.3181818181818182
56,141,154,0.14667747163695347,43,6,3.2721925320808303E8,2587.8534031413615,141,49,5,4.97057353327703,0.3181818181818182
57,141,154,0.14764991896272311,43,6,3.2721925320808303E8,2587.8534031413615,141,49,5,4.978677260991777,0.3181818181818182
58,141,154,0.148427876823339,43,6,3.2721925320808303E8,2587.8534031413615,141,49,5,4.985160243163576,0.3181818181818182
59,141,154,0.14901134521880097,43,6,3.2721925320808303E8,2738.638743455497,141,49,5,4.990022479792427,0.3181818181818182
60,141,154,0.14959481361426288,43,6,3.2721925320808303E8,2738.638743455497,141,49,5,4.994884716421276,0.3181818181818182
61,141,154,0.15037277147487882,43,6,3.2721925320808303E8,2738.638743455497,141,49,5,5.001367698593075,0.3181818181818182
62,141,154,0.1507617504051867,43,6,3.2721925320808303E8,2738.638743455497,141,49,5,5.004609189678974,0.3181818181818182
63,141,154,0.15134521880064866,43,6,3.2721925320808303E8,2738.638743455497,141,49,5,5.009471426307823,0.3181818181818182
64,141,154,0.15192868719611058,43,6,3.2721925320808303E8,2889.4240837696334,141,49,5,5.01433366293667,0.3181818181818182
65,141,154,0.15231766612641842,43,6,3.2721925320808303E8,3040.2094240837696,141,49,5,5.01757515402257,0.3181818181818182
66,141,154,0.15290113452188045,43,6,3.2721925320808303E8,3040.2094240837696,141,49,5,5.02243739065142,0.3181818181818182
67,141,154,0.15387358184765024,43,6,3.2721925320808303E8,3040.2094240837696,141,49,5,5.030541118366171,0.3181818181818182
68,141,154,0.15465153970826612,43,6,3.2721925320808303E8,3040.2094240837696,141,49,5,5.037024100537967,0.3181818181818182
69,141,154,0.15523500810372798,43,6,3.2721925320808303E8,3190.994764397906,141,49,5,5.04188633716682,0.3181818181818182
70,141,156,0.15581847649918995,44,6,3.397670423703867E8,3190.994764397906,141,50,5,5.046748573795666,0.32051282051282054
71,141,156,0.15601296596434383,44,6,3.397670423703867E8,3437.8947368421054,141,50,5,5.048369319338619,0.32051282051282054
72,141,156,0.1565964343598059,44,6,3.397670423703867E8,3437.8947368421054,141,50,5,5.053231555967467,0.32051282051282054
73,141,156,0.15659643435980594,44,6,3.397670423703867E8,3437.8947368421054,141,50,5,5.053231555967467,0.32051282051282054
74,141,156,0.15698541329011378,44,6,3.397670423703867E8,3437.8947368421054,141,50,5,5.056473047053365,0.32051282051282054
75,141,157,0.1575688816855757,44,6,3.4583701279143935E8,3606.315789473684,141,50,5,5.061335283682216,0.3184713375796178
76,141,157,0.158298217179903,44,6,3.4583701279143935E8,3730.306748466258,141,50,5,5.067818265854013,0.3184713375796178
77,141,157,0.158881685575365,44,6,3.4583701279143935E8,3730.306748466258,141,50,5,5.072680502482861,0.3184713375796178
78,141,157,0.15946515397082686,44,6,3.4583701279143935E8,3730.306748466258,141,50,5,5.0775427391117125,0.3184713375796178
