tick,total-developed,total-transfers,mean-density,green-areas-protected,heritage-areas-protected,total-incentives-paid,tdr-price,developed-count,conserved-count,west-developed-count,mean-land-value-receiving,tdr-efficiency-ratio
0,18,0,0.003063209076175041,0,0,0,1080,18,0,1,3.6947044403530156,0
1,37,0,0.0061912479740680705,0,0,0,1080,37,0,2,3.7271193512120124,0
2,55,0,0.01037277147487844,0,0,0,1080,55,0,4,3.7692587353287066,0
3,68,0,0.013970826580226898,0,0,0,1080,68,0,4,3.8049151372735968,0
4,82,0,0.01786061588330631,0,0,0,1080,82,0,5,3.843813030304393,0
5,89,0,0.02296596434359803,0,0,0,1080,89,0,5,3.8908146510499355,0
6,95,0,0.02685575364667745,0,0,0,1080,95,0,5,3.9248503074518806,0
7,102,0,0.03147487844408427,0,0,0,1080,102,0,5,3.966989691568577,0
8,109,0,0.03533225283630469,0,0,0,1080,109,0,5,4.004266839056419,0
9,117,0,0.03951377633711504,0,0,0,1080,117,0,5,4.041543986544266,0
10,119,0,0.04196110210696918,0,0,0,1080,119,0,5,4.064234424145561,0
11,120,0,0.04711507293354942,0,0,0,1080,120,0,5,4.109615299348155,0
12,122,1,0.05056726094003239,1,0,2336113.636363636,1098.7012987012986,122,1,5,4.1404094646642005,1
13,127,7,0.05513776337115075,7,0,1.5612648930481285E7,1098.8235294117649,127,7,5,4.179307357694989,1
14,129,16,0.05956239870340362,16,0,3.753191675811183E7,1177.9591836734692,129,16,5,4.218205250725786,1
15,131,29,0.0646191247974069,29,0,6.623365287977283E7,1163.3357252933959,131,29,5,4.261965380385432,1
16,134,34,0.07089141004862246,34,0,7.595078744871697E7,1148.2157461179893,134,34,5,4.3154499833027735,1
17,134,43,0.07526742301458683,43,0,9.59567547365236E7,1174.6924750540618,134,43,5,4.35272713079062,1
18,135,57,0.07901134521880075,45,0,1.2135692567086606E8,1233.385976446991,135,45,5,4.3851420416496145,0.7894736842105263
19,135,67,0.08338735818476506,47,0,1.3978563005681038E8,1224.5611731261238,135,47,5,4.422419189137458,0.7014925373134329
20,136,80,0.08752025931928696,49,0,1.6213266055665135E8,1272.6364414500238,136,49,5,4.458075591082352,0.6125
21,137,83,0.09131280388978948,52,0,1.67445080395041E8,1189.7583692258693,137,52,5,4.49049050194135,0.6265060240963856
22,138,86,0.09429497568881696,53,0,1.716181446679381E8,1194.1070511174757,138,53,6,4.516422430628541,0.6162790697674418
23,140,90,0.09774716369529995,53,0,1.7922186198043662E8,1158.2193075733571,140,53,6,4.545595850401641,0.5888888888888889
24,142,90,0.10188006482982188,53,0,1.7922186198043662E8,1121.326642987335,142,53,6,4.581252252346532,0.5888888888888889
25,144,92,0.10481361426256099,53,0,1.818596966765836E8,1121.326642987335,144,53,7,4.60718418103373,0.5760869565217391
26,145,93,0.10743922204213965,53,1,1.831042777213287E8,1122.1919817369296,145,54,7,4.629874618635028,0.5806451612903226
27,145,93,0.10894651539708286,53,1,1.831042777213287E8,1122.819283975641,145,54,7,4.642840582978624,0.5806451612903226
28,146,93,0.11064829821717999,53,1,1.831042777213287E8,1122.819283975641,146,54,7,4.657427292865169,0.5806451612903226
29,148,94,0.11341977309562427,53,1,1.8468703185450286E8,1122.819283975641,148,54,7,4.681738476009415,0.574468085106383
30,148,96,0.11526742301458692,53,1,1.8776588911466494E8,1123.46552094949,148,54,7,4.69794593143892,0.5625
31,148,98,0.11755267423014608,53,1,1.9124760507228407E8,1169.6366700660626,148,54,7,4.717394877954316,0.5510204081632653
32,148,105,0.11940032414910882,53,2,2.0370720980384612E8,1218.7741913503999,148,55,7,4.733602333383814,0.5238095238095238
33,148,110,0.12071312803889808,53,6,2.1105564982566905E8,1288.4712615179728,148,59,7,4.744947552184461,0.5363636363636364
34,148,115,0.12236628849270692,53,6,2.180387753717807E8,1249.000343425392,148,59,7,4.759534262071007,0.5130434782608696
