tick,total-developed,total-transfers,mean-density,green-areas-protected,heritage-areas-protected,total-incentives-paid,tdr-price,developed-count,conserved-count,west-developed-count,mean-land-value-receiving,tdr-efficiency-ratio
0,27,0,0.004467741935483871,0,0,0,1335,27,0,2,3.714310581019486,0
1,43,0,0.007806451612903223,0,0,0,1335,43,0,2,3.7465686455356138,0
2,54,0,0.010080645161290322,0,0,0,1335,54,0,2,3.7675363874710976,0
3,68,0,0.013467741935483868,0,0,0,1335,68,0,3,3.801407355213034,0
4,83,0,0.017338709677419344,0,0,0,1335,83,0,4,3.836891226180776,0
5,86,0,0.01924193548387096,0,0,0,1335,86,0,5,3.8546331616646445,0
6,92,0,0.022580645161290297,0,0,0,1335,92,0,5,3.8852783229549708,0
7,94,0,0.02533870967741934,0,0,0,1335,94,0,5,3.909471871342068,0
8,96,0,0.02833870967741934,0,0,0,1335,96,0,5,3.935278322954967,0
9,101,0,0.031822580645161275,0,0,0,1335,101,0,5,3.965923484245293,0
10,105,0,0.03609677419354836,0,0,0,1335,105,0,6,4.00302025843884,0
11,109,7,0.03974193548387095,7,0,1.9419243749999996E7,1335,109,7,7,4.035278322954968,1
12,113,10,0.043806451612903224,10,0,2.626356126648916E7,1379.6955430006276,113,10,7,4.070762193922713,1
13,120,13,0.048161290322580624,13,0,3.267780949211778E7,1380.364496303889,120,13,7,4.111084774567874,1
14,126,16,0.05217741935483869,16,0,4.0555156486004345E7,1381.0820940410379,126,16,7,4.146568645535614,1
15,130,22,0.05653225806451611,22,0,5.561687748505237E7,1405.491854087908,130,22,7,4.18527832295497,1
16,134,30,0.06040322580645164,30,0,7.446765058376478E7,1383.7691601239937,134,30,7,4.22076219392271,1
17,136,36,0.06383870967741939,36,0,8.942904674309988E7,1386.37311919533,136,36,7,4.2514073552130345,1
18,138,41,0.06640322580645171,38,0,1.024134654317018E8,1388.4768591518066,138,38,7,4.273988000374325,0.926829268292683
