tick,total-developed,total-transfers,mean-density,green-areas-protected,heritage-areas-protected,total-incentives-paid,tdr-price,developed-count,conserved-count,west-developed-count,mean-land-value-receiving,tdr-efficiency-ratio
0,22,0,0.003540983606557378,0,0,0,1845,22,0,0,3.7470442731637226,0
1,47,0,0.008311475409836063,0,0,0,1845,47,0,0,3.7929459125079856,0
2,60,0,0.011704918032786884,0,0,0,1845,60,0,0,3.825732797753887,0
3,70,0,0.015442622950819666,0,0,0,1845,70,0,0,3.860159027262085,0
4,86,0,0.020999999999999984,0,0,0,1845,86,0,1,3.910978699393234,0
5,93,0,0.026508196721311456,0,0,0,1845,93,0,1,3.961798371524379,0
6,98,0,0.031032786885245876,0,0,0,1845,98,0,1,4.001142633819462,0
7,101,0,0.03496721311475407,0,0,0,1845,101,0,1,4.035568863327658,0
8,104,0,0.03949180327868851,0,0,0,1845,104,0,1,4.074913125622739,0
9,106,0,0.044081967213114734,0,0,0,1845,106,0,2,4.115896732180116,0
10,110,4,0.04885245901639343,4,0,17822700,1845,110,4,2,4.156880338737494,1
11,111,10,0.051999999999999956,10,0,4.7066140742481194E7,1897.8464017185818,111,10,2,4.184749191196511,1
12,112,17,0.055245901639344265,16,0,7.60462060015954E7,1899.6059933407323,112,16,2,4.21261804365553,0.9411764705882353
13,113,21,0.059819672131147555,20,0,9.610838251809277E7,1873.219095844761,113,20,2,4.251962305950607,0.9523809523809523
14,114,29,0.06524590163934428,28,0,1.339361517776635E8,1902.7634205520246,114,28,3,4.297863945294872,0.9655172413793104
15,116,33,0.06809836065573778,32,0,1.4601424317819613E8,1905.609785195791,116,32,3,4.3224541092293,0.9696969696969697
16,119,33,0.07321311475409842,32,0,1.4601424317819613E8,1845,119,32,3,4.366716404311265,0.9696969696969697
17,121,34,0.07709836065573777,33,0,1.4996928813434225E8,1875.7345693340474,121,33,3,4.401142633819464,0.9705882352941176
18,123,38,0.08024590163934436,37,0,1.669613466691159E8,1937.7833127089511,123,37,3,4.429011486278479,0.9736842105263158
19,124,42,0.08444262295081982,38,0,1.840325950335396E8,1971.9019740014082,124,38,4,4.465077060048971,0.9047619047619048
20,125,48,0.08773770491803291,41,0,2.0902200278495362E8,1975.2618282998399,125,41,4,4.492945912507986,0.8541666666666666
21,125,58,0.0904426229508198,46,0,2.4411561113482964E8,2082.385729759717,125,46,4,4.5158967321801216,0.7931034482758621
22,125,67,0.09516393442622964,50,0,2.73087645790479E8,2062.7562105536044,125,50,4,4.556880338737494,0.746268656716418
23,126,79,0.09862295081967222,52,0,3.172449849909578E8,2153.6279505140697,126,52,5,4.586388535458807,0.6582278481012658
24,126,90,0.10290163934426243,53,0,3.582627209532359E8,2140.428506729392,126,53,5,4.622454109229297,0.5888888888888889
25,126,97,0.10585245901639359,53,0,3.856355488502183E8,2169.00089378204,126,53,5,4.647044273163726,0.5463917525773195
26,126,105,0.10860655737704931,55,1,4.1726945431349814E8,2239.527269618038,126,56,5,4.669995092835856,0.5333333333333333
27,126,112,0.11111475409836087,55,1,4.409963198301592E8,2218.540425290838,126,56,5,4.691306568245691,0.5
28,127,116,0.1132295081967215,56,3,4.527392628385879E8,2186.8456447429417,127,59,5,4.709339355130938,0.5086206896551724
29,129,122,0.11644262295081984,56,3,4.748603777486108E8,2142.117792143987,129,59,6,4.737208207589954,0.48360655737704916
30,129,126,0.1185573770491805,56,3,4.8907079595308113E8,2293.4640947814128,129,59,6,4.7552409944752,0.46825396825396826
31,129,130,0.12136065573770517,56,3,5.007514204628461E8,2382.7383752577684,129,59,6,4.779831158409627,0.45384615384615384
32,129,133,0.12391803278688555,56,3,5.1134053236803025E8,2335.947300046969,129,59,6,4.801142633819461,0.44360902255639095
33,131,139,0.12613114754098378,56,3,5.3013144362319523E8,2354.843838535166,131,59,6,4.820814764967004,0.4244604316546763
34,132,144,0.1280491803278691,56,3,5.462054013012505E8,2313.014011257817,132,59,6,4.837208207589957,0.4097222222222222
35,133,148,0.13026229508196746,56,3,5.612988420240974E8,2341.9528837512385,133,59,6,4.856880338737494,0.39864864864864863
36,134,149,0.1321803278688527,56,3,5.64639345200764E8,2283.870493054728,134,59,6,4.87327378136045,0.3959731543624161
37,134,151,0.1333606557377051,56,3,5.707144928177552E8,2290.2248359250575,134,59,6,4.883109846934216,0.39072847682119205
38,134,155,0.13473770491803308,56,3,5.841753317386184E8,2302.346883193352,134,59,6,4.894585256770281,0.38064516129032255
39,134,159,0.1357213114754101,56,3,5.987898083120463E8,2427.6673671485305,134,59,6,4.902781978081757,0.3710691823899371
40,134,166,0.13763934426229543,56,3,6.264010759952619E8,2466.6021398167245,134,59,6,4.919175420704708,0.35542168674698793
