tick,total-developed,total-transfers,mean-density,green-areas-protected,heritage-areas-protected,total-incentives-paid,tdr-price,developed-count,conserved-count,west-developed-count,mean-land-value-receiving,tdr-efficiency-ratio
0,18,0,0.002930463576158941,0,0,0,1335,18,0,1,3.7790881462786423,0
1,31,0,0.005115894039735099,0,0,0,1335,31,0,1,3.8022669542256637,0
2,52,0,0.009288079470198671,0,0,0,1335,52,0,2,3.8436576827024833,0
3,68,0,0.012483443708609267,0,0,0,1335,68,0,3,3.8734590072057946,0
4,79,0,0.014933774834437079,0,0,0,1335,79,0,4,3.896637815152816,0
5,87,0,0.019370860927152306,0,0,0,1335,87,0,4,3.938028543629636,0
6,93,0,0.021771523178807924,0,0,0,1335,93,0,5,3.9595517224375834,0
7,97,0,0.02509933774834435,0,0,0,1335,97,0,5,3.989353046940895,0
8,99,0,0.029072847682119186,0,0,0,1335,99,0,5,4.024121258861426,0
9,108,0,0.03259933774834436,0,0,0,1335,108,0,6,4.055578212503812,0
10,111,2,0.03405629139072847,2,0,4044604.864494519,1356.6808769792935,111,2,7,4.068823245616393,1
11,112,4,0.03738410596026488,4,0,8143917.376745634,1356.948212083847,112,4,7,4.098624570119702,1
12,116,4,0.039884105960264885,4,0,8143917.376745634,1335,116,4,8,4.121803378066729,1
13,121,7,0.044552980132450334,7,0,1.5485615756197006E7,1357.2174936016409,121,7,9,4.1648497356826155,1
14,123,10,0.04836092715231788,10,0,2.232049167744959E7,1357.6413996280749,123,10,10,4.199617947603147,1
15,127,14,0.05241721854304635,14,0,3.1217508714979213E7,1381.1635928121568,127,14,10,4.236041788662751,1
16,129,16,0.05663907284768208,16,0,3.4945038940005176E7,1358.6294592383329,129,16,10,4.272465629722351,1
17,131,17,0.06066225165562915,17,0,3.748018980359298E7,1358.8748347539306,131,17,10,4.307233841642882,1
18,135,22,0.06415562913907286,22,0,4.94740178296361E7,1383.0720606608272,135,22,11,4.338690795285268,1
19,136,25,0.06624172185430478,25,0,5.504987596316731E7,1384.7515984840709,136,25,11,4.356902715815071,1
20,138,29,0.07145695364238423,29,0,6.1816286500108674E7,1385.6796400703702,138,29,11,4.401604702570038,1
21,140,32,0.07508278145695375,32,0,6.874566368024157E7,1386.8722504565965,140,32,11,4.43306165621242,1
22,141,39,0.07768211920529809,39,0,8.543114251251537E7,1441.0626361490401,141,39,12,4.456240464159442,1
23,142,45,0.07942052980132465,45,0,9.826348945045018E7,1446.8966513698074,142,45,12,4.471141126411099,1
24,142,49,0.0809271523178809,49,0,1.0446464959753563E8,1451.9882067176738,142,49,12,4.484386159523676,1
25,142,52,0.0827152317880796,52,0,1.0912073440229216E8,1425.0809726920959,142,52,12,4.499286821775336,1
26,143,57,0.08564569536423848,55,0,1.1773825311818787E8,1396.2039808101902,143,55,12,4.524121258861427,0.9649122807017544
27,144,57,0.08837748344370877,55,0,1.1773825311818787E8,1366.783749026019,144,55,12,4.547300066808449,0.9649122807017544
28,144,58,0.09031456953642399,56,0,1.1800897237918834E8,1366.783749026019,144,56,12,4.563856358199178,0.9655172413793104
29,145,58,0.09236754966887432,56,0,1.1800897237918834E8,1335,145,56,12,4.582068278728974,0.9655172413793104
30,146,58,0.09440397350993393,56,0,1.1800897237918834E8,1335,146,56,12,4.600280199258779,0.9655172413793104
31,146,58,0.09713576158940408,56,0,1.1800897237918834E8,1335,146,56,12,4.625114636344869,0.9655172413793104
32,149,58,0.09892384105960278,56,0,1.1800897237918834E8,1335,149,56,12,4.641670927735597,0.9655172413793104
33,150,59,0.1004635761589406,57,0,1.1952486440754864E8,1366.8229052558295,150,57,12,4.654915960848182,0.9661016949152542
34,150,62,0.10160596026490082,59,0,1.2436397888754322E8,1399.2198731347792,150,59,12,4.664849735682622,0.9516129032258065
35,151,62,0.10314569536423857,59,0,1.2436397888754322E8,1401.0059231390492,151,59,12,4.678094768795203,0.9516129032258065
36,151,64,0.10428807947019883,59,0,1.2645051522150697E8,1401.0059231390492,151,59,12,4.688028543629639,0.921875
37,152,64,0.10602649006622542,59,0,1.2645051522150697E8,1368.3954746819672,152,59,12,4.702929205881294,0.921875
38,152,66,0.10781456953642406,61,0,1.2966538933983792E8,1368.3954746819672,152,61,12,4.71782986813295,0.9242424242424242
39,153,66,0.10912251655629157,61,0,1.2966538933983792E8,1369.034003732515,153,61,12,4.729419272106462,0.9242424242424242
40,153,66,0.11097682119205322,61,0,1.2966538933983792E8,1369.034003732515,153,61,12,4.745975563497188,0.9242424242424242
41,153,68,0.11197019867549685,63,0,1.3211067380159806E8,1403.06800746503,153,63,12,4.754253709192553,0.9264705882352942
42,153,74,0.11355960264900675,64,0,1.40804190827391E8,1473.7897055804876,153,64,12,4.7674987423051345,0.8648648648648649
43,153,81,0.11514900662251681,66,1,1.4948310914914167E8,1482.4100708917213,153,67,12,4.780743775417721,0.8271604938271605
44,153,83,0.11653973509933793,66,1,1.5296650315922838E8,1413.320759766389,153,67,12,4.792333179391229,0.8072289156626506
45,153,87,0.1177317880794705,67,1,1.598392351863675E8,1455.1238908856105,153,68,12,4.802266954225664,0.7816091954022989
46,153,91,0.1199172185430466,67,1,1.6652845988486415E8,1460.782890987584,153,68,12,4.820478874755465,0.7472527472527473
47,153,94,0.12110927152317907,67,1,1.7092395173913202E8,1466.9516200503135,153,68,12,4.830412649589905,0.723404255319149
48,153,95,0.121903973509934,68,1,1.7209283619446144E8,1425.7405210802808,153,69,12,4.8370351661461966,0.7263157894736842
49,153,95,0.1223013245033115,68,1,1.7209283619446144E8,1426.9118880202286,153,69,12,4.840346424424344,0.7263157894736842
50,153,96,0.12329470198675525,68,1,1.7363055670878574E8,1426.9118880202286,153,69,12,4.848624570119704,0.71875
51,153,96,0.12389072847682142,68,1,1.7363055670878574E8,1474.6708391266206,153,69,12,4.853591457536929,0.71875
52,153,96,0.12528145695364254,68,1,1.7363055670878574E8,1474.6708391266206,153,69,12,4.865180861510432,0.71875
53,153,97,0.1270695364238413,69,1,1.7499163180983588E8,1474.6708391266206,153,70,12,4.880081523762091,0.7216494845360825
54,154,100,0.12860927152317914,70,1,1.7942221981509623E8,1570.8693830627813,154,71,12,4.8933265568746735,0.71
55,154,103,0.1300000000000003,71,1,1.8453236060354343E8,1580.6341426737263,154,72,12,4.904915960848185,0.6990291262135923
56,154,105,0.1317384105960267,73,1,1.8722553221454993E8,1642.4907862056095,154,74,12,4.919816623099838,0.7047619047619048
57,154,108,0.13293046357615917,74,2,1.919255252477762E8,1651.6062838785929,154,76,12,4.929750397934277,0.7037037037037037
58,154,110,0.13372516556291417,74,3,1.954805010500829E8,1664.972201592589,154,77,12,4.936372914490569,0.7
59,154,113,0.13491721854304659,74,3,2.0002043026006976E8,1675.4921398907852,154,77,12,4.946306689325003,0.6814159292035398
60,154,116,0.13630794701986784,75,3,2.0494368802750802E8,1811.790564752161,154,78,12,4.9578960932985146,0.6724137931034483
61,154,119,0.1370529801324507,75,3,2.1059575124440318E8,1899.7534051850748,154,78,12,4.964518609854803,0.6554621848739496
62,154,122,0.13774834437086128,75,3,2.1480308505054837E8,1931.284659087637,154,78,12,4.9711411264111,0.639344262295082
63,154,124,0.13854304635761613,75,3,2.1720479119015136E8,1966.5450152800292,154,78,12,4.977763642967387,0.6290322580645161
64,154,127,0.139288079470199,75,3,2.220094333519462E8,1981.774307976731,154,78,12,4.98438615952368,0.6141732283464567
65,154,128,0.1404801324503315,75,3,2.221238612988158E8,1940.7472651810856,154,78,12,4.994319934358118,0.609375
66,154,134,0.14167218543046387,75,3,2.3352664958267635E8,1941.5714214145266,154,78,12,5.004253709192554,0.582089552238806
67,154,136,0.1422682119205301,75,3,2.371789564284078E8,2117.3712254127877,154,78,12,5.009220596609777,0.5735294117647058
68,154,140,0.14365894039735116,75,3,2.4215643613993967E8,2061.366133953524,154,78,12,5.020810000583283,0.5571428571428572
69,154,146,0.1444536423841062,75,3,2.5268914918898728E8,1817.3558587809953,154,78,12,5.0274325171395775,0.5342465753424658
70,154,149,0.14519867549668902,75,3,2.5772242019382116E8,1911.0104746856648,154,78,12,5.034055033695867,0.5234899328859061
71,154,152,0.14639072847682155,75,3,2.61674984380905E8,1964.7560565601457,154,78,12,5.0439888085303,0.5131578947368421
72,154,155,0.14698675496688768,75,3,2.63977815103922E8,2014.3595259422425,154,78,12,5.048955695947522,0.5032258064516129
73,154,157,0.14793046357615922,75,3,2.6479896350800192E8,2046.8812320477214,154,78,12,5.057233841642889,0.4968152866242038
74,154,158,0.14867549668874194,75,3,2.6545480998345292E8,2058.850531972042,154,78,12,5.063856358199175,0.4936708860759494
75,154,158,0.14922185430463603,75,3,2.6545480998345292E8,2068.6020227800327,154,78,12,5.068823245616393,0.4936708860759494
